CSDUID,CSD,Period,IndicatorSummaryDescription,Age,Age Group,Gender,UnitOfMeasure,OriginalValue,,,,Total Population
4806016,Calgary,2004,Population,23,20-24,Male,,8225,,,,
4806016,Calgary,2005,Population,23,20-24,Male,,8514,,,,
4806016,Calgary,2006,Population,23,20-24,Male,,8935,,,,
4806016,Calgary,2007,Population,23,20-24,Male,,9462,,,,
4806016,Calgary,2008,Population,23,20-24,Male,,9640,,,,
4806016,Calgary,2009,Population,23,20-24,Male,,9447,,,,
4806016,Calgary,2010,Population,23,20-24,Male,,8952,,,,
4806016,Calgary,2011,Population,23,20-24,Male,,8568,,,,
4806016,Calgary,2012,Population,23,20-24,Male,,8882,,,,
4806016,Calgary,2013,Population,23,20-24,Male,,9507,,,,
4806016,Calgary,2014,Population,23,20-24,Male,,9626,,,,
4806016,Calgary,2015,Population,23,20-24,Male,,9233,,,,
4806016,Calgary,2016,Population,23,20-24,Male,,9163,,,,
4806016,Calgary,2017,Population,23,20-24,Male,,8737,,,,
4806016,Calgary,2018,Population,23,20-24,Male,,8706,,,,
4806016,Calgary,2019,Population,23,20-24,Male,,8902,,,,
4806016,Calgary,2020,Population,23,20-24,Male,,8927,,,,
4806016,Calgary,2021,Population,23,20-24,Male,,9030,,,,
4806016,Calgary,2022,Population,23,20-24,Male,,9359,,,,
4806016,Calgary,2023,Population,23,20-24,Male,,10068,,,,
4806016,Calgary,2001,Population,24,20-24,Female,,7227,,,,
4806016,Calgary,2002,Population,24,20-24,Female,,7286,,,,
4806016,Calgary,2003,Population,24,20-24,Female,,7545,,,,
4806016,Calgary,2004,Population,24,20-24,Female,,7868,,,,
4806016,Calgary,2005,Population,24,20-24,Female,,8079,,,,
